Period,Value
2024-04,0.75
2024-05,0.76
2024-06,0.77
2024-07,0.78
2024-08,0.78
2024-09,0.79
2024-10,0.79
2024-11,0.8
2024-12,0.8
2025-01,0.81
2025-02,0.81
2025-03,0.82
2025-04,0.7
2025-05,0.72
2025-06,0.72
2025-07,0.75
2025-08,0.76
2025-09,0.76
2025-10,0.78
2025-11,0.79
2025-12,0.8
2026-01,0.81
2026-02,0.82
2026-03,0.83
2026-04,0.85
