Period,Value
2024-04,14.82
2024-05,15.11
2024-06,15.67
2024-07,16.02
2024-08,16.24
2024-09,16.52
2024-10,16.34
2024-11,16.48
2024-12,16.72
2025-01,16.9
2025-02,17.08
2025-03,17.42
2025-04,17.57
2025-05,17.54
2025-06,17.58
2025-07,18.76
2025-08,18.71
2025-09,17.8
2025-10,19.51
2025-11,19.36
2025-12,18.1
2026-01,18.9
2026-02,19.44
2026-03,16.52
2026-04,19.14
