Period,Value
2024-04,26.35
2024-05,27.48
2024-06,28.96
2024-07,29.48
2024-08,30.02
2024-09,31.1
2024-10,29.78
2024-11,30.36
2024-12,29.54
2025-01,28.62
2025-02,27.89
2025-03,29.17
2025-04,30.58
2025-05,32.05
2025-06,33.47
2025-07,33.28
2025-08,33.09
2025-09,33.68
2025-10,35.17
2025-11,35.66
2025-12,35.73
2026-01,34.87
2026-02,35.39
2026-03,31.98
2026-04,35.74
