Period,Value
2024-04,184.5
2024-05,191.2
2024-06,195.0
2024-07,166.1
2024-08,181.9
2024-09,166.0
2024-10,181.5
2024-11,156.5
2024-12,192.0
2025-01,192.2
2025-02,194.3
2025-03,219.4
2025-04,192.3
2025-05,190.6
2025-06,198.5
2025-07,174.6
2025-08,177.4
2025-09,178.8
2025-10,187.2
2025-11,177.6
2025-12,200.8
2026-01,220.0
2026-02,219.4
2026-03,256.0
2026-04,223.7
