Period,Value
2024-04,1.42
2024-05,1.45
2024-06,1.49
2024-07,1.52
2024-08,1.55
2024-09,1.58
2024-10,1.6
2024-11,1.62
2024-12,1.64
2025-01,1.65
2025-02,1.66
2025-03,1.68
2025-04,1.58
2025-05,1.6
2025-06,1.62
2025-07,1.65
2025-08,1.68
2025-09,1.7
2025-10,1.72
2025-11,1.75
2025-12,1.78
2026-01,1.83
2026-02,1.87
2026-03,1.9
2026-04,1.93
