Period,Value
2024-04,5827.0
2024-05,8981.0
2024-06,14416.0
2024-07,16152.0
2024-08,10596.0
2024-09,15965.0
2024-10,-4717.0
2024-11,7831.0
2024-12,5248.0
2025-01,14798.0
2025-02,8481.0
2025-03,16644.0
2025-04,12508.0
2025-05,6764.0
2025-06,10042.0
2025-07,11484.0
2025-08,5965.0
2025-09,11282.0
2025-10,-2503.0
2025-11,7831.0
2025-12,5248.0
2026-01,14798.0
2026-02,8481.0
2026-03,16644.0
2026-04,7236.0
2026-05,3646.41
