Period,Value
2024-04,7.82
2024-05,8.02
2024-06,8.35
2024-07,8.54
2024-08,8.71
2024-09,8.98
2024-10,8.76
2024-11,8.89
2024-12,8.72
2025-01,8.56
2025-02,8.48
2025-03,8.82
2025-04,9.15
2025-05,9.55
2025-06,9.92
2025-07,10.03
2025-08,10.08
2025-09,10.33
2025-10,10.7
2025-11,10.88
2025-12,11.0
2026-01,11.01
2026-02,11.13
2026-03,10.35
2026-04,11.06
