Period,Value
2024-04,57.26
2024-05,58.91
2024-06,61.16
2024-07,64.97
2024-08,66.7
2024-09,67.09
2024-10,67.26
2024-11,68.08
2024-12,66.93
2025-01,67.25
2025-02,64.53
2025-03,65.74
2025-04,70.0
2025-05,72.2
2025-06,74.41
2025-07,75.36
2025-08,75.19
2025-09,75.61
2025-10,79.88
2025-11,80.8
2025-12,80.23
2026-01,81.01
2026-02,82.03
2026-03,73.73
2026-04,81.92
