Period,Value
2024-04,55.18
2024-05,56.89
2024-06,57.43
2024-07,59.68
2024-08,62.07
2024-09,65.76
2024-10,67.44
2024-11,66.22
2024-12,65.74
2025-01,66.78
2025-02,65.23
2025-03,69.6
2025-04,65.26
2025-05,67.83
2025-06,65.17
2025-07,67.77
2025-08,68.81
2025-09,72.92
2025-10,77.18
2025-11,73.68
2025-12,72.41
2026-01,70.23
2026-02,73.24
2026-03,76.03
2026-04,120.24
