Date,Close
2026-06-15,13001.69
2026-06-16,13051.67
2026-06-17,13129.89
2026-06-18,13321.43
2026-06-19,13357.51
2026-06-22,13420.74
2026-06-23,13259.92
2026-06-24,13530.07
2026-06-25,13568.74
2026-06-29,13410.56
2026-06-30,13531.11
2026-07-01,13724.71
2026-07-02,13817.5
2026-07-03,13852.66
2026-07-06,13868.78
2026-07-07,13781.96
2026-07-08,13339.68
2026-07-09,13544.89
2026-07-10,13748.75
2026-07-13,13750.8
2026-07-14,13709.66
2026-07-15,13676.45
2026-07-16,13700.84
2026-07-17,13678.2
2026-07-20,13703.29
2026-07-21,13746.67
2026-07-22,13476.67
2026-07-23,13261.21
2026-07-24,13202.55
2026-07-27,13470.27
